Cluster 0{
[439.685,398.741,551.093]
(612.917,435.107,507.728)
(615.606,414.529,522.779)
(594.521,487.056,655.311)
(562.028,526.357,581.66)
(497.38,488.718,639.444)
(586.64,384.887,636.398)
(507.507,452.243,567.372)
(516.144,501.781,594.194)
(555.101,412.899,562.122)
(511.62,528.85,616.325)
(624.581,509.381,544.558)
(551.818,421.219,523.293)
(470.971,510.896,637.115)
(515.575,423.495,580.105)
(520.898,455.524,527.046)
(611.681,435.363,498.785)
(575.71,448.227,490.176)
(540.472,501.781,541.472)
(542.909,546.276,588.684)
(617.48,392.367,590.266)
(578.684,453.138,498.612)
(611.022,382.213,525.473)
(523.755,491.49,528.015)
(534.318,551.236,565.625)
(639.172,370.827,539.969)
(650.609,417.434,576.559)
(634.641,507.518,555.334)
(547.336,425.809,529.396)
(625.035,504.887,540.701)
(569.31,532.192,593.431)
(517.249,486.447,529.108)
(569.036,445.123,493.302)
(593.866,379.64,655.545)
(512.411,477.511,574.352)
(567.005,385.401,544.715)
(538.252,404.661,546.923)
(518.415,464.525,509.234)
(585.975,425.903,517.646)
(545.806,372.464,555.792)
(553.642,496.001,581.088)
(515.801,460.924,599.882)
(553.305,541.887,591.234)
(561.124,451.341,544.249)
(539.095,445.903,555.651)
(617.682,542.401,567.483)
(549.462,441.616,513.707)
(570.553,487.178,534.406)
(602.449,531.104,562.918)
(654.307,484.83,535.846)
(581.675,444.121,562.463)
(555.781,388.942,550.996)
(582.468,418.796,609.731)
(531.517,479.099,584.886)
(619.846,394.276,501.49)
(519.94,423.267,598.938)
(513.717,447.516,604.781)
(482.973,464.752,589.299)
(525.248,503.637,522.547)
(526.301,375.302,600.028)
(553.539,416.341,552.913)
(587.658,420.671,557.912)
(460.296,496.481,651.979)
(596.121,461.85,491.034)
(544.649,443.948,521.875)
(625.083,370.393,523.786)
(571.538,532.388,564.816)
(512.47,458.744,547.163)
(557.893,499.742,543.053)
(558.712,466.79,501.396)
(522.171,445.713,529.86)
(543.057,426.187,532.394)
(546.889,430.234,642.034)
(559.177,541.341,581.247)
(589.387,507.157,601.419)
(579.048,465.695,489.662)
(527.443,398.354,588.699)
(573.623,397.081,508.707)
(596.569,421.865,609.789)
(560.888,496.255,608.114)
(527.432,464.51,571.413)
(610.407,525.926,544.675)
(544.084,467.058,526.3)
(534.958,439.024,560.195)
(488.518,498.467,595.104)
(526.685,483.848,550.465)
(537.315,460.775,503.68)
(532.962,526.224,604.075)
(507.468,489.767,541.547)
(464.875,504.76,624.416)
(491.058,450.002,618.948)
(558.943,379.091,657.039)
(608.966,492.32,603.173)
(556.546,445.641,542.114)
(624.948,384.238,510.082)
(600.483,353.575,617.247)
(571.803,444.062,508.554)
(590.613,451.95,580.574)
(549.382,476.107,512.619)
(556.128,391.851,582.042)
(544.66,378.547,529.771)
(592.356,519.759,637.256)
(522.889,413.006,613.028)
(612.421,464.41,496.257)
(530.609,500.181,584.162)
(590.791,441.325,630.12)
(532.64,411.427,525.158)
(560.7,407.069,559.032)
(539.919,451.463,543.416)
(545.518,450.608,538.677)
(538.247,401.662,526.066)
(586.986,427.709,551.831)
(523.38,451.057,563.32)
(554.872,462.993,516.985)
(555.251,404.838,573.867)
(588.968,518.011,592.467)
(527.957,546.374,656.642)
(532.365,497.18,594.732)
(583.57,427.728,596.708)
(636.308,373.318,527.701)
(519.885,486.733,574.151)
(599.12,397.636,588.996)
(544.108,479.474,503.557)
(536.408,367.715,628.126)
(525.165,459.644,562.105)
(523.609,383.124,568.488)
(564.408,417.982,646.1)
(541.983,488.046,653.938)
(532.44,468.705,544.369)
(530.419,414.739,586.617)
(525.497,423.889,544.19)
(595.682,416.765,573.81)
(525.704,426.791,549.855)
(561.223,485.771,543.513)
(524.441,517.099,549.871)
(507.507,498.356,571.857)
(541.716,500.245,515.682)
(569.55,356.213,602.987)
(564.236,435.86,626.563)
(608.19,489.546,512.98)
(577.896,387.567,624.749)
(556.152,467.898,529.925)
(583.147,473.219,589.52)
(609.74,492.372,573.539)
(597.602,461.355,579.616)
(577.062,502.667,531.386)
(575.135,418.499,501.63)
(537.253,447.407,553.349)
(626.563,448.235,539.737)
(553.953,438.302,501.087)
(606.019,480.788,520.28)
(607.292,425.258,578.082)
(595.584,492.213,569.78)
(556.893,452.302,534.789)
(568.645,485.515,587.995)
(540.547,451.183,591.666)
(538.139,358.266,575.263)
(623.992,370.158,585.939)
(546.995,407.919,533.617)
(576.638,509.381,545.784)
(566.629,467.329,583.341)
(517.948,449.887,546.577)
(576.488,521.739,558.94)
(505.618,429.96,520.8)
(616.794,491.012,523.063)
(590.334,425.431,505.305)
(493.949,474.047,557.357)
(587.33,511.284,536.674)
(635.764,383.742,574.008)
(467.477,487.525,600.534)
(585.975,353.055,545.66)
(505.427,469.95,521.419)
(607.792,544.03,568.434)
(602.869,414.544,506.407)
(559.623,372.853,611.544)
(496.479,442.208,618.946)
(523.787,486.554,537.542)
(555.099,415.984,559.576)
(516.491,456.763,539.072)
(568.025,505.135,595.501)
(572.746,486.406,571.015)
(489.57,453.988,647.389)
(580.088,382.098,513.482)
(538.421,452.167,534.524)
(512.058,447.578,554.351)
(598.462,399.597,607.159)
(502.247,437.909,624.774)
(509.119,463.552,627.185)
(580.469,356.264,570.548)
(580.041,486.073,587.755)
(563.154,464.063,498.13)
(535.995,494.48,611.227)
(505.265,503.747,599.429)
(543.637,552.885,572.936)
(605.552,486.748,561.26)
(614.081,474.242,586.991)
(482.375,510.794,629.581)
(629.33,438.115,491.099)
(565.946,509.175,574.674)
(599.891,419.427,575.275)
(571.913,499.525,579.084)
(615.166,456.451,536.688)
(541.588,496.448,560.867)
(593.728,386.049,596.55)
(526.972,445.196,597.431)
(591.81,480.682,557.423)
(649.881,521.012,570.142)
(545.588,532.573,574.135)
(653.412,560.82,610.048)
(507,482.299,655.807)
(598.18,450.61,550.179)
(546.716,415.197,547.622)
(585.161,543.636,585.209)
(496.426,490.549,606.167)
(513.51,483.892,571.531)
(548.073,365.799,607.056)
(570.648,474.877,565.914)
(574.754,503.846,604.693)
(562.564,486.424,506.322)
(576.026,469.871,527.477)
(591.608,412.058,499.529)
(507.745,452.701,552.021)
(549.517,473.507,587.054)
(526.029,504.887,642.945)
(513.126,388.755,652.827)
(541.302,459.593,538.874)
(554.039,511.853,603.218)
(580.139,455.348,553.247)
(537.256,505.796,550.58)
(538.602,448.598,601.022)
(525.192,514.993,560.424)
(532.594,380.355,645.588)
(510.94,471.739,534.577)
(628.022,389.507,564.117)
(501.73,428.651,640.735)
(529.579,382.457,624.886)
(550.637,510.679,610.422)
(570.165,431.561,580.645)
(537.473,434.211,508.752)
(594.799,525.272,540.697)
(638.312,398.801,537.637)
(578.842,382.58,512.603)
(551.194,400.671,648.755)
(554.579,386.163,538.69)
(572.103,393.91,573.387)
(569.834,388.576,595.728)
(538.751,478.116,607.891)
(497.476,535.238,612.323)
(604.682,489.947,582.858)
(652.666,449.04,541.996)
(654.209,436.689,597.647)
(540.071,398.873,594.371)
(585.749,435.465,545.627)
(613.66,455.105,591.841)
(582.993,465.932,593.917)
(550.842,451.077,567.075)
(581.254,367.853,624.739)
(504.651,479.586,540.404)
(581.391,408.647,538.088)
(617.047,449.735,548.218)
(621.177,479.265,573.101)
(563.467,373.694,540.301)
(608.689,454.893,537.786)
(659.359,427.023,520.449)
(558.599,382.849,592.383)
(569.589,536.356,657.17)
(599.09,466.336,514.402)
(556.47,520.638,572.361)
(612.508,542.454,575.349)
(620.388,408.852,589.011)
(599.964,521.029,594.668)
(535.889,489.248,536.42)
(525.847,505.512,645.479)
(535.409,437.94,587.876)
(510.649,500.891,644.891)
(653.178,432.945,550.745)
(559.197,451.153,566.66)
(501.63,528.198,648.697)
(591.19,424.18,513.722)
(587.221,380.138,643.131)
(545.704,469.112,608.811)
(526.396,374.498,555.788)
(603.935,400.477,533.157)
(569.684,518.007,539.518)
(552.199,513.803,547.635)
(604.658,362.307,572.813)
(544.186,418.496,632.252)
(586.451,450.975,530.624)
(604.638,444.071,562.691)
(617.345,470.698,508.226)
(542.885,511.947,583.725)
(594.102,540.429,616.104)
(526.729,492.479,580.739)
(519.739,546.033,578.816)
(538.743,379.365,531.499)
(547.253,349.282,592.878)
(583.658,522.925,566.961)
(532.907,495.983,549.509)
(643.864,489.47,519.755)
(503.331,452.285,538.97)
(650.49,396.498,586.39)
(549.834,516.806,546.714)
(623.957,529.541,559.219)
(585.763,453.398,537.157)
(593.065,493.786,601.547)
(646.233,378.209,530.934)
(562.645,417.298,521.226)
(521.764,385.439,600.776)
(598.231,527.759,591.207)
(530.845,473.817,523.751)
(573.133,453.249,533.744)
(518.78,442.957,640.864)
(574.861,514.999,545.577)
(553.874,522.49,651.729)
(509.418,448.235,573.504)
(512.386,424.879,529.554)
(578.335,442.824,516.117)
(634.854,411.554,581.547)
(522.587,545.551,571.7)
(633.186,372.41,568.709)
(599.092,524.01,588.541)
(575.047,442.087,511.866)
(589.529,474.328,513.508)
(561.891,455.881,577.116)
(574.999,440.673,649.679)
(525.452,449.66,624.601)
(561.571,425.519,572.424)
(508.964,476.994,615.171)
(529.93,407.749,573.44)
(644.011,482.264,571.128)
(489.647,473.288,585.903)
(587.946,421.776,528.968)
(516.706,500.983,571.956)
(497.13,472.311,568.568)
(589.945,500.585,607.901)
(543.458,359.181,657.098)
(592.291,476.431,588.265)
(564.105,452.104,503.421)
(548.616,461.511,583.111)
(507.644,476.169,561.122)
(466.972,493.279,601.31)
(531.907,400.841,567.265)
(635.989,460.959,522.441)
(631.746,542.844,602.664)
(558.977,501.814,554.807)
(482.74,484.468,596.015)
(588.169,514.516,539.425)
(618.96,427.19,517.091)
(654.429,466.788,553.58)
(498.607,449.209,525.124)
(550.022,392.7,573.234)
(493.348,442.136,572.531)
(533.78,350.868,652.991)
(523.176,407.419,532.76)
(570.308,528.81,606.855)
(550.746,397.38,527.255)
(512.969,413.907,539.008)
(525.039,442.009,539.718)
(563.101,466.552,572.986)
(514.854,507.374,577.493)
(556.441,477.693,535.714)
(546.553,446.329,500.47)
(597.764,430.611,515.219)
(604.145,452.847,530.473)
(563.974,466.063,514.231)
(552.667,393.631,629.132)
(484.631,490.224,614.499)
(567.428,423.334,508.117)
(559.414,500.605,593.216)
(628.528,555.449,590.475)
(554.037,488.391,543.396)
(473.396,514.693,630.163)
(564.981,529.304,647.37)
(534.439,509.749,557.08)
(479.246,468.917,585.378)
(646.187,493.648,531.339)
(629.682,430.077,513.815)
(500.637,468.214,601.577)
(511.494,402.174,597.598)
(560.098,403.344,563.934)
(552.962,522.947,633.683)
(529.904,448.615,587.943)
(563.956,488.171,517.814)
(557.774,561.131,587.43)
(573.659,461.547,541.436)
(516.632,421.272,520.756)
(522.288,467.002,509.921)
(568.489,533.623,572.888)
(502.156,453.56,618.266)
(546.473,525.587,582.718)
(568.26,428.745,527.306)
(599.245,465.056,523.992)
(485.042,472.777,652.12)
(507.969,492.15,579.423)
(512.247,503.866,628.221)
(612.383,421.545,510.914)
(554.645,513.396,572.801)
(591.729,510.709,557.524)
(527.281,528.205,573.158)
(540.195,444.773,557.506)
(542.316,450.023,551.469)
(594.62,417.378,600.561)
(645.876,464.117,590.523)
(548.095,497.144,602.32)
(532.17,388.195,555.121)
(495.967,456.903,625.306)
(562.497,440.816,526.49)
(546.549,462.583,588.491)
(602.051,515.304,587.299)
(624.96,476.017,570.439)
(523.188,544.277,581.371)
(575.962,383.657,586.369)
(561.104,424.5,558.833)
(601.002,409.395,545.911)
(595.125,537.34,596.281)
(528.946,400.862,545.274)
(528.339,381.872,547.841)
(544.365,463.453,504.078)
(500.376,465.337,520.578)
(525.823,473.575,625.985)
(586.974,349.288,619.328)
(591.297,417.432,638.273)
(625.373,450.678,533.388)
(573.732,419.688,535.285)
(608.038,363.979,534.556)
(529.142,478.762,548.814)
(545.757,444.556,539.493)
(489.917,515.781,595.153)
(528.201,409.865,527.745)
(598.885,471.324,567.754)
(562.93,510.057,529.915)
(553.103,471.586,562.785)
(541.754,427.746,571.223)
(505.739,442.904,596.62)
(611.406,457.984,577.739)
(507.688,464.932,599.275)
(596.118,462.396,591.945)
(560.073,469.375,571.028)
(554.213,368.821,572.09)
(525.78,511.917,560.926)
(613.341,524.012,548.918)
(470.251,497.573,599.445)
(486.166,456.215,582.209)
(602.588,424.723,551.984)
(575.495,458.378,595.365)
(577.478,459.509,489.655)
(503.734,456.326,555.466)
(535.316,466.344,579.191)
(531.273,471.457,581.996)
(560.831,367.948,581.685)
(479.002,483.146,583.879)
(548.552,511.381,572.598)
(542.349,479.158,605.312)
(573.95,558.089,571.238)
(563.387,416.903,565.22)
(480.637,461.735,646.462)
(499.093,459.722,534.682)
(532.62,455.979,646.686)
(551.039,386.546,607.999)
(525.044,501.339,529.166)
(526.051,385.321,646.285)
(561.82,481.208,573.048)
(604.564,546.85,587.188)
(582.864,470.043,497.07)
(549.779,394.076,528.171)
(551.071,499.12,588.614)
(547.636,408.518,582.26)
(520.352,402.07,603.687)
(573.822,460.29,528.838)
(545.958,357.88,559.923)
(602.513,457.738,497.647)
(534.196,424.247,533.34)
(556.985,441.267,524.197)
(602.517,368.027,609.738)
(654.317,422.042,596.81)
(598.692,514.999,544.581)
(537.926,521.631,554.168)
(575.988,366.329,602.499)
(605.702,410.026,545.06)
(576.561,473.698,527.927)
(514.812,512.03,561.57)
(529.558,451.366,580.059)
(564.501,538.203,655.274)
(558.732,475.025,605.451)
(627.864,424.829,592.201)
(532.98,496.328,597.227)
(581.221,440.259,644.955)
(577.163,471.771,547.752)
(496.799,496.795,602.055)
(521.104,465.652,628.855)
(538.263,438.148,562.743)
(582.561,518.247,593.873)
(598.436,395.745,510.923)
(560.411,413.431,526.795)
(644.591,385.965,529.402)
(523.791,366.449,620.297)
(538.874,542.41,549.004)
(622.981,428.192,519.893)
(541.984,346.251,597.338)
(613.974,470.747,545.52)
(534.382,478.75,513.72)
(540.48,373.414,584.895)
(591.841,379.812,598.108)
(559.119,494.523,580.594)
(539.291,486.513,571.105)
(598.324,481.355,531.257)
(581.215,405.077,618.604)
(553.998,541.033,639.953)
(589.59,428.81,588.823)
(556.297,457.023,638.847)
(642.222,365.983,598.979)
(525.628,527.393,590.135)
(515.709,420.199,656.367)
(616.414,385.579,527.334)
(549.481,472.09,583.961)
(543.746,434.325,592.289)
(508.901,412.088,588.654)
(527.875,390.895,533.18)
(546.647,471.524,531.341)
(594.548,524.731,592.354)
(622.139,450.982,540.219)
(630.277,460.062,599.854)
(568.4,490.684,564.492)
(523.821,540.426,587.701)
(630.39,394.81,565.185)
(616.195,446.305,499.025)
(655.142,483.386,513.87)
(521.966,446.805,535.399)
(567.935,477.038,518.879)
(533.89,370.33,586.486)
(603.274,435.784,544.507)
(620.307,432.923,498.405)
(579.91,544.536,611.845)
(512.148,463.344,532.583)
(580.652,393.974,568.359)
(567.133,526.321,572.859)
(532.514,503.371,537.853)
(572.9,452.981,545.776)
(538.305,492.104,577.76)
(613.981,498.314,608.031)
(568.796,488.866,610.794)
(633.154,457.79,608.552)
(610.479,480.893,563.683)
(507.486,539.653,598.096)
(505.523,523.356,642.922)
(544.095,561.706,578.308)
(570.723,372.989,517.589)
(586.794,361.968,521.882)
(605.906,494.396,555.189)
(580.273,490.406,568.68)
(595.312,504.247,590.676)
(620.478,472.115,571.175)
(567.977,468.231,561.756)
(546.067,526.896,585.684)
(557.494,505.949,526.494)
(555.133,361.433,558.024)
(599.496,403.153,611.815)
(521.207,449.252,631.287)
(576.752,443.423,558.555)
(569.687,425.925,550.9)
(546.01,430.918,568.768)
(565.242,401.003,562.189)
(592.492,412.346,570.422)
(495.492,503.478,602.892)
(598.503,509.056,549.129)
(610.038,533.401,571.095)
(565.78,441.596,525.82)
(579.796,456.81,636.932)
(553.722,483.557,606.718)
(562.963,355.632,536.332)
(585.999,546.972,598.06)
(591.779,376.125,618.268)
(505.883,446.984,533.584)
(589.359,424.005,496.18)
(518.284,417.674,597.725)
(621.306,498.391,600.111)
(612.302,532.796,575.086)
(597.63,452.736,519.263)
(520.054,467.323,628.913)
(542.602,402.292,607.264)
(514.804,425.416,518.751)
(613.898,375.87,505.181)
(537.899,520.144,556.866)
(532.144,478.439,561.066)
(533.737,467.086,641.521)
(563.67,392.852,557.814)
(557.998,420.091,513.263)
(526.319,514.708,607.376)
(627.237,551.055,582.85)
(579.565,386.314,596.412)
(576.557,550.759,571.579)
(600.307,357.996,595.832)
(534.634,380.442,574.823)
(638.177,380.575,538.454)
(561.236,384.038,574.325)
(582.983,531.581,593.124)
(541.987,558.239,610.409)
(546.498,433.274,605.766)
(548.801,445.682,652.923)
(525.288,394.793,551.081)
(657.091,524.738,602.51)
(569.141,366.801,533.208)
(550.748,481.7,527.734)
(518.012,490.079,551.371)
(509.957,465.667,608.43)
(617.043,523.369,582.755)
(569.423,499.622,538.813)
(601.836,475.58,558.056)
(503.33,443.854,625.089)
(528.573,433.996,510.378)
(568.002,408.495,522.87)
(647.08,384.647,539.27)
(511.969,412.516,599.624)
(593.636,457.684,540.611)
(543.083,539.697,570.07)
(573.613,369.246,603.277)
(532.318,466.633,534.048)
(569.142,539.455,565.527)
(649.932,416.073,593.059)
(575.653,481.633,557.126)
(580.91,441.985,513.222)
(517.871,523.558,614.49)
(487.408,477.698,609.54)
(550.158,431.916,530.318)
(571.075,465.895,535.611)
(590.345,437.639,597.034)
(603.34,474.758,648.274)
(534.639,460.497,591.136)
(543.937,496.549,518.973)
(614.122,380.709,525.014)
(605.537,498.037,568.576)
(510.617,433.727,617.42)
(550.174,403.126,526.185)
(580.778,482.4,529.538)
(547.91,415.361,515.328)
(479.01,455.251,647.677)
(500.114,430.879,556.853)
(583.601,445.51,503.26)
(492.742,459.171,523.593)
(576.788,368.462,555.845)
(561.41,437.6,518.581)
(613.647,460.492,543.298)
(526.761,385.443,601.633)
(571.62,396.294,624.96)
(555.992,497.812,570.713)
(469.18,474.586,646.287)
(505.922,476.73,525.451)
(527.353,377.768,556.852)
(567.67,509.009,566.636)
(529.746,397.388,556.439)
(547.62,424.543,524.6)
(519.371,465.422,606.384)
(561.411,396.486,545.468)
(581.971,358.394,520.117)
(590.518,510.38,552.002)
(593.606,519.342,608.417)
(504.192,463.291,586.452)
(606.358,451.698,540.463)
(562.54,483.88,543.796)
(502.217,468.145,574.972)
(556.845,438.825,504.307)
(569.058,365.17,535)
(544.478,495.172,582.784)
(557.408,554.172,589.857)
(540.183,379.345,586.932)
(592.694,419.218,650.525)
(539.109,560.374,573.34)
(544.706,483.581,502.516)
(543.105,496.564,586.63)
(503.234,417.333,644.444)
(502.387,453.7,559.002)
(605.395,461.381,544.774)
(632.034,400.027,587.436)
(558.607,422.506,513.035)
(537.195,483.208,553.725)
(640.718,369.217,520.328)
(521.858,449.831,510.82)
(539.863,406.358,644.975)
(562.406,426.825,532.082)
(615.625,396.163,564.465)
(570.467,468.984,568.059)
(629.029,518.79,599.848)
(593.323,370.157,573.016)
(557.261,522.686,628.048)
(519.526,454.503,514.843)
(507.269,451.387,619.763)
(589.755,434.203,591.366)
(585.083,370.059,567.688)
(571.303,504.578,534.586)
(482.612,493.418,594.407)
(575.629,514.644,528.601)
(526.669,527.586,632.678)
(532.364,423.254,556.923)
(533.199,446.238,648.336)
(605.255,499.236,534.866)
(505.308,414.242,609.005)
(603.576,480.861,555.683)
(637.187,546.739,595.35)
(656.852,368.619,517.202)
(572.071,499.071,559.942)
(553.425,478.089,526.308)
(562.823,410.916,594.477)
(645.631,429.626,543.359)
(529.582,467.622,523.456)
(632.841,418.175,509.278)
(609.2,386.585,609.826)
(510.377,396.912,619.891)
(520.862,479.054,582.09)
(548.299,486.168,551.6)
(540.4,478.663,497.6)
(571.534,443.77,514.549)
(539.883,467.7,524.057)
(531.307,355.923,587.02)
(519.62,421.479,523.893)
(591.249,489.56,565.005)
(577.283,418.07,630.831)
(498.561,487.547,605.548)
(633.343,407.976,520.946)
(557.369,500.457,522.787)
(625.639,539.517,567.285)
(500.925,432.556,546.843)
(572.022,444.713,522.876)
(580.227,504.812,554.989)
(612.52,490.225,525.119)
(525.21,453.182,541.281)
(530.006,400.794,526.661)
(517.116,423.441,575.992)
(574.145,460.627,535.219)
(597.737,385.797,584.389)
(553.225,486.968,567.828)
(532.295,435.444,537.799)
(490.905,457.346,572.645)
(528.504,405.889,647.919)
(572.556,441.882,565.616)
(549.726,504.939,527.345)
(564.142,392.676,539.894)
(540.985,514.667,534.519)
(635.629,481.403,553.266)
(562.045,387.106,533.954)
(555.797,460.367,542.526)
(543.818,428.391,606.302)
(597.719,516.125,551.885)
(601.029,354.952,558.544)
(545.196,561.4,581.608)
(656.577,516.891,547.108)
(535.264,535.918,572.979)
(576.486,476.829,553.014)
(648.578,503.603,609.802)
(552.591,479.113,544.43)
(499.572,468.363,562.475)
(525.565,459.741,517.376)
(571.554,435.796,603.898)
(613.497,389.027,530.04)
(537.262,418.186,532.835)
(576.088,364.299,600.858)
(597.277,426.129,533.602)
(522.11,488.967,563.215)
(579.082,541.858,560.373)
(540.957,495.067,563.057)
(579.147,414.9,518.736)
(533.948,400.632,594.662)
(534.936,543.271,583.563)
(524.999,446.485,604.98)
(528.64,441.535,512.455)
(534.231,368.936,607.699)
(536.86,495.372,535.515)
(628.634,505.658,537.356)
(543.653,488.184,527.525)
(569.695,492.479,656.204)
(516.469,495.825,543.476)
(578.126,440.601,561.927)
(607.839,449.039,532.039)
(634.562,555.542,566.825)
(539.234,429.466,595.156)
(518.726,486.969,592.294)
(582.11,510.015,559.512)
(596.139,505.414,606.834)
(588.704,399.822,583.21)
(575.381,394.802,629.162)
(580.553,427.912,565.728)
(590.566,425.053,536.714)
(588.959,411.323,645.585)
(531.759,356.355,593.188)
(585.985,481.612,645.093)
(548.465,481.349,553.101)
(614.809,447.626,563.416)
(507.251,445.669,543.42)
(601.389,403.861,577.116)
(534.765,517.493,647.843)
(531.006,412.138,580.775)
(542.184,383.779,530.215)
(591.957,387.728,538.58)
(552.204,415.524,581.255)
(500.987,525.57,656.042)
(552.309,478.374,590.364)
(581.416,488.249,513.356)
(577.7,399.259,624.706)
(541.544,442.554,516.267)
(552.393,483.363,509.336)
(587.823,510.138,576.197)
(600.612,446.196,534.97)
(584.498,378.02,590.41)
(563.511,383.237,541.697)
(651.559,522.479,550.975)
(535.326,383.155,596.279)
(576.438,446.197,500.538)
(565.85,397.476,561.678)
(513.158,483.254,546.779)
(597.014,479.638,550.617)
(484.72,514.169,626.918)
(502.591,454.531,553.335)
(498.585,414.966,647.357)
(541.084,478.625,517.563)
(583.37,542.196,568.911)
(579.158,468.089,526.894)
(608.603,475.769,609.405)
(480.909,489.623,588.757)
(557.175,521.871,553.625)
(536.262,465.858,583.853)
(546.731,417.664,534.516)
(579.643,494.428,650.168)
(597.924,349.806,542.478)
(525.458,463.381,584.969)
(539.371,515.613,570.236)
(555.049,498.544,635.174)
(557.987,375.484,532.655)
(558.232,473.097,656.971)
(595.933,440.514,574.175)
(550.739,442.33,595.175)
(581.235,525.386,587.915)
(617.385,474.935,595.138)
(596.228,392.15,587.152)
(540.974,411.958,516.638)
(575.084,543.033,609.649)
(573.066,407.362,535.019)
(559.29,432.417,503.168)
(505.966,473.053,538.913)
(542.61,456.734,565.273)
(548.244,378.095,566.518)
(564.447,372.809,541.517)
(486.169,518.135,621.26)
(543.975,373.679,594.847)
(575.421,517.529,538.214)
(612.759,511.308,538.894)
(524.873,506.098,583.714)
(500.332,541.011,650.672)
(557.43,383.228,642.157)
(556.47,433.786,511.107)
(572.454,428.001,535.618)
(525.948,475.788,531.139)
(627.035,462.656,532.192)
(603.25,446.967,516.39)
(524.817,389.937,579.444)
(579.33,537.827,566.662)
(567.823,434.527,589.421)
(517.91,427.635,563.632)
(633.146,404.944,522.222)
(522.683,483.244,543.515)
(520.932,371.938,609.464)
(525.034,444.441,603.15)
(551.314,352.274,636.787)
(563.16,487.731,527.667)
(563.766,392.139,572.586)
(569.294,429.865,573.482)
(607.086,488.334,517.475)
(632.784,385.267,526.186)
(522.489,467.196,542.507)
(555.255,388.007,525.636)
(566.042,447.259,552.329)
(600.24,488.209,656.394)
(491.158,443.384,587.595)
(570.085,407.712,522.541)
(573.64,498.904,548.705)
(531.246,481.723,515.151)
(545.596,510.059,548.879)
(545.714,400.559,542.921)
(542.832,541.318,650.792)
(531.29,381.781,558.339)
(553.13,493.492,595.401)
(606.866,533.425,577.254)
(564.894,455.738,535.008)
(577.857,492.091,558.556)
(493.804,484.379,561.114)
(547.856,372.575,602.334)
(534.379,446.781,597.292)
(567.452,524.07,583.413)
(528.595,516.769,534.74)
(508.031,440.073,597.854)
(489.057,517.73,590.696)
(601.245,548.222,603.6)
(583.501,442.581,538.198)
(513.228,406.487,538.86)
(576.384,455.926,488.984)
(523.657,541.38,578.653)
(486,534.362,622.895)
(577.975,470.408,526.337)
(555.935,484.522,532.601)
(514.029,472.099,505.312)
(642.548,401.167,591.721)
(542.475,497.627,607.931)
(604.093,443.451,517.828)
(532.012,406.232,611.772)
(502.35,456.799,566.227)
(615.397,488.009,536.305)
(517.26,460.766,533.72)
(586.995,414.037,543.593)
(523.351,502.093,590.81)
(502.044,521.57,601.718)
(572.781,458.497,501.164)
(549.357,330.076,546.052)
(515.326,512.552,590.826)
(519.37,403.694,526.179)
(563.65,464.114,560.355)
(555.082,539.792,588.227)
(505.229,439.439,590.803)
(514.849,520.367,591.302)
(604.03,406.46,561.661)
(641.812,470.644,509.737)
(536.287,459.388,566.639)
(526.15,466.283,623.099)
(567.598,480.948,535.742)
(526.406,506.487,626.632)
(599.997,511.8,593.465)
(552.361,488.98,584.254)
(582.656,434.511,578.71)
(585.853,493.463,523.121)
(536.694,520.479,592.356)
(555.718,487.639,526.358)
(551.821,478.557,611.863)
(540.224,369.227,592.809)
(657.416,454.256,591.527)
(576.462,368.669,543.679)
(562.289,490.328,654.94)
(477.636,500.822,609.353)
(503.685,456.823,551.48)
(537.528,440.358,560.626)
(509.001,505.186,549.447)
(516.849,459.506,569.139)
(511.479,510.232,582.238)
(559.41,501.295,570.163)
(558.905,481.563,558.302)
(517.046,524.066,587.731)
(612.316,508.663,536.966)
(568.284,507.442,580.857)
(599.489,473.601,624.941)
(608.908,428.934,510.864)
(547.616,516.227,607.742)
(498.519,477.179,645.709)
(621.115,390.819,518.315)
(584.183,410.014,595.662)
(590.562,528.132,637.855)
(557.12,479.127,583.434)
(576.361,445.246,500.764)
(651.243,434.879,475.81)
(590.811,543.765,600.055)
(474.36,533.565,651.628)
(517.652,531.036,587.677)
}
Cluster 2{
[519.837,415.076,443.38]
(482.506,452.1,421.764)
(449.888,449.698,448.274)
(466.363,450.871,484.4)
(380.579,429.184,413.905)
(553.951,451.487,437.96)
(534.775,319.401,503.011)
(522.778,320.975,426.033)
(604.896,423.732,362.843)
(553.877,450.437,451.02)
(561.349,397.536,465.548)
(542.969,414.137,439.02)
(554.928,419.698,365.107)
(532.836,416.979,506.536)
(475.553,468.207,450.645)
(528.797,383.133,498.671)
(449.041,379.396,437.958)
(517.583,426.905,475.805)
(497.768,421.012,464.333)
(553.437,453.099,492.968)
(517.038,436.239,455.642)
(505.149,403.152,405.075)
(541.708,412.266,485.272)
(475.627,332.17,415.791)
(544.231,431.303,443.093)
(486.686,389.547,439.078)
(533.52,472.013,449.586)
(594.962,422.367,349.595)
(503.473,344.008,479.782)
(417.39,408.876,419.582)
(451.115,401.116,429.774)
(492.298,422.939,460.477)
(491.772,457.488,495.732)
(513.093,390.539,516.795)
(563.673,407.535,352.893)
(458.84,438.62,456.995)
(466.951,494.476,369.807)
(514.685,493.261,376.113)
(600.888,421.085,412.897)
(509.665,458.431,442.033)
(546.365,417.818,459.876)
(515.253,471.031,418.656)
